id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,is_subscribed
1802,46,admin.,married,high.school,no,yes,no,telephone,may,wed,79,3,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1803,36,blue-collar,married,unknown,no,no,no,telephone,may,wed,837,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1804,59,retired,married,professional.course,unknown,no,no,telephone,may,wed,208,5,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1805,44,management,married,university.degree,unknown,no,yes,telephone,may,wed,245,7,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1806,51,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,271,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1807,36,services,married,high.school,no,no,yes,telephone,may,wed,166,5,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1808,58,retired,married,basic.9y,no,no,no,telephone,may,wed,256,4,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1809,42,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,wed,367,3,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1810,46,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,227,4,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1811,36,admin.,married,university.degree,no,no,no,telephone,may,wed,856,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1812,60,retired,married,high.school,no,no,no,telephone,may,wed,278,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1813,43,admin.,married,university.degree,no,yes,yes,telephone,may,wed,37,3,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1814,37,admin.,married,high.school,unknown,yes,no,telephone,may,wed,260,3,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1815,41,admin.,married,university.degree,no,yes,no,telephone,may,wed,187,3,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1816,29,unemployed,single,university.degree,no,no,yes,telephone,may,wed,211,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1817,29,admin.,single,university.degree,no,yes,yes,telephone,may,wed,266,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1818,33,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
1819,51,services,divorced,basic.4y,unknown,yes,no,telephone,may,thu,95,4,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1820,31,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,176,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1821,45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,179,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1822,37,admin.,married,unknown,no,yes,no,telephone,may,thu,170,5,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1823,29,admin.,single,high.school,no,yes,no,telephone,may,thu,362,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1824,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,90,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1825,32,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,44,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1826,41,admin.,married,basic.6y,no,no,no,telephone,may,thu,1013,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1827,35,blue-collar,married,unknown,no,yes,no,telephone,may,thu,76,7,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1828,40,blue-collar,divorced,high.school,unknown,no,no,telephone,may,thu,155,6,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1829,31,admin.,married,high.school,no,no,yes,telephone,may,thu,349,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1830,48,admin.,married,basic.9y,unknown,no,no,telephone,may,thu,517,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1831,38,management,married,basic.6y,unknown,yes,no,telephone,may,thu,243,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1832,39,admin.,single,university.degree,unknown,no,no,telephone,may,thu,391,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1833,38,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,may,thu,204,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1834,60,unknown,married,university.degree,no,no,yes,telephone,may,thu,112,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1835,37,services,married,professional.course,unknown,no,no,telephone,may,thu,125,4,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1836,48,technician,married,university.degree,no,no,no,telephone,may,thu,360,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1837,37,admin.,divorced,basic.9y,unknown,no,no,telephone,may,thu,312,6,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1838,30,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,230,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1839,56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,12,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1840,42,technician,divorced,basic.9y,no,no,no,telephone,may,thu,263,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1841,58,management,divorced,university.degree,no,no,no,telephone,may,thu,415,7,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1842,32,services,married,basic.9y,no,no,no,telephone,may,thu,746,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,1
1843,28,services,married,basic.9y,unknown,unknown,unknown,telephone,may,thu,71,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1844,31,blue-collar,single,unknown,no,no,no,telephone,may,thu,735,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1845,31,services,married,high.school,no,yes,no,telephone,may,thu,183,5,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1846,35,technician,single,professional.course,no,yes,yes,telephone,may,thu,150,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1847,32,housemaid,married,basic.4y,no,no,no,telephone,may,thu,244,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1848,31,entrepreneur,single,basic.9y,no,no,no,telephone,may,thu,183,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1849,40,admin.,divorced,professional.course,no,yes,no,telephone,may,thu,27,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1850,45,housemaid,married,basic.6y,unknown,no,no,telephone,may,thu,203,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1851,35,blue-collar,single,unknown,no,no,no,telephone,may,thu,104,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1852,40,services,married,high.school,no,no,no,telephone,may,thu,153,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1853,31,admin.,married,high.school,no,no,no,telephone,may,thu,55,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1854,30,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,644,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1855,33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,305,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1856,49,services,divorced,basic.6y,unknown,yes,no,telephone,may,thu,173,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1857,34,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,1088,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1858,30,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,41,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1859,46,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,265,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1860,41,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,thu,234,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1861,32,blue-collar,married,high.school,unknown,yes,no,telephone,may,thu,200,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1862,46,housemaid,married,basic.4y,no,yes,no,telephone,may,thu,158,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1863,35,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,thu,34,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1864,44,technician,married,professional.course,no,yes,no,telephone,may,thu,160,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1865,39,services,single,high.school,unknown,no,no,telephone,may,thu,206,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1866,44,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,139,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1867,53,unknown,married,high.school,unknown,no,no,telephone,may,thu,303,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1868,41,technician,single,university.degree,unknown,yes,no,telephone,may,thu,90,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1869,33,admin.,single,university.degree,no,no,no,telephone,may,thu,134,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1870,46,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,257,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1871,38,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,241,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1872,45,management,married,unknown,unknown,no,no,telephone,may,thu,178,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1873,55,unknown,married,unknown,unknown,yes,no,telephone,may,thu,285,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1874,41,technician,married,basic.9y,no,yes,no,telephone,may,thu,347,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1875,53,retired,divorced,basic.4y,no,no,no,telephone,may,thu,116,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1876,56,technician,married,professional.course,unknown,no,no,telephone,may,thu,191,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1877,41,management,married,high.school,no,no,no,telephone,may,thu,77,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1878,49,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,1036,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1879,40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,322,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1880,48,self-employed,married,university.degree,unknown,yes,no,telephone,may,thu,750,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1881,49,technician,married,high.school,no,yes,no,telephone,may,thu,435,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1882,52,technician,married,basic.9y,no,yes,no,telephone,may,thu,208,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1883,59,retired,married,basic.4y,unknown,yes,no,telephone,may,thu,163,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1884,34,admin.,single,high.school,no,yes,no,telephone,may,thu,168,5,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1885,33,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,161,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1886,34,services,married,basic.6y,no,yes,yes,telephone,may,thu,1000,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1887,33,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,112,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1888,46,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,599,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1889,37,technician,single,university.degree,no,yes,no,telephone,may,thu,30,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1890,39,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,231,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1891,52,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,thu,191,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1892,41,services,married,basic.9y,no,yes,yes,telephone,may,thu,75,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1893,57,blue-collar,married,unknown,unknown,yes,no,telephone,may,thu,106,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1894,38,services,single,high.school,unknown,no,yes,telephone,may,thu,1257,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,1
1895,59,admin.,married,high.school,no,yes,no,telephone,may,thu,285,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1896,45,unknown,married,unknown,no,no,yes,telephone,may,thu,93,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1897,45,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,164,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1898,41,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,thu,187,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1899,47,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,106,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1900,44,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,236,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1901,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,139,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1902,39,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,651,23,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,1
1903,31,blue-collar,single,high.school,no,yes,no,telephone,may,thu,120,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1904,33,technician,married,professional.course,no,no,no,telephone,may,thu,191,4,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1905,40,admin.,married,high.school,unknown,no,no,telephone,may,thu,131,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1906,55,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,97,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1907,30,management,married,university.degree,no,no,no,telephone,may,thu,221,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1908,38,admin.,married,basic.6y,no,yes,no,telephone,may,thu,229,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1909,36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,104,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1910,55,technician,divorced,professional.course,unknown,yes,yes,telephone,may,thu,72,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1911,34,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,23,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1912,33,services,married,basic.4y,no,no,no,telephone,may,thu,402,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1913,43,unemployed,married,university.degree,unknown,yes,no,telephone,may,thu,37,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1914,46,admin.,married,university.degree,no,no,no,telephone,may,thu,68,5,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1915,48,blue-collar,married,basic.6y,no,yes,yes,telephone,may,thu,182,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1916,30,management,single,university.degree,no,unknown,unknown,telephone,may,thu,176,13,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1917,31,services,married,basic.6y,unknown,yes,no,telephone,may,thu,297,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1918,35,services,single,high.school,unknown,yes,no,telephone,may,thu,334,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1919,53,retired,married,basic.4y,unknown,yes,no,telephone,may,thu,217,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1920,36,technician,single,university.degree,no,no,no,telephone,may,thu,738,7,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1921,57,technician,divorced,basic.4y,no,yes,no,telephone,may,thu,452,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1922,53,services,married,high.school,unknown,no,no,telephone,may,thu,203,4,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1923,36,blue-collar,married,unknown,unknown,no,no,telephone,may,thu,230,7,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1924,48,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,187,4,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1925,36,unknown,single,basic.6y,unknown,no,no,telephone,may,thu,1244,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1926,41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,500,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,1
1927,55,retired,married,professional.course,no,yes,no,telephone,may,thu,301,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1928,59,technician,married,unknown,no,yes,no,telephone,may,thu,30,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1929,54,management,divorced,university.degree,no,yes,no,telephone,may,thu,49,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1930,32,housemaid,single,basic.4y,no,no,no,telephone,may,thu,477,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1931,35,blue-collar,single,professional.course,no,yes,no,telephone,may,thu,99,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1932,44,services,married,high.school,unknown,yes,no,telephone,may,thu,188,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1933,37,services,married,high.school,no,no,no,telephone,may,thu,200,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1934,50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,236,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1935,38,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,thu,50,7,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1936,49,self-employed,married,professional.course,no,unknown,unknown,telephone,may,thu,104,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1937,37,admin.,divorced,high.school,no,no,no,telephone,may,thu,51,10,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1938,33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,98,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1939,31,services,married,high.school,no,no,no,telephone,may,thu,253,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1940,45,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,71,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1941,49,self-employed,married,basic.9y,no,yes,no,telephone,may,thu,74,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1942,39,technician,married,professional.course,no,no,no,telephone,may,thu,173,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1943,36,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,544,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1944,31,admin.,single,university.degree,no,yes,no,telephone,may,thu,309,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1945,54,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,138,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1946,39,admin.,married,university.degree,no,no,no,telephone,may,thu,73,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1947,32,admin.,married,university.degree,unknown,yes,no,telephone,may,thu,71,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1948,43,technician,divorced,professional.course,no,yes,no,telephone,may,thu,193,5,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1949,53,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,198,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1950,50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,57,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1951,45,housemaid,divorced,university.degree,no,yes,no,telephone,may,thu,105,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1952,56,admin.,divorced,unknown,unknown,yes,no,telephone,may,thu,719,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1953,35,unemployed,divorced,basic.4y,no,yes,no,telephone,may,thu,98,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1954,35,admin.,single,university.degree,no,no,no,telephone,may,thu,135,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1955,24,student,single,high.school,no,no,no,telephone,may,thu,597,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1956,31,entrepreneur,married,high.school,no,yes,no,telephone,may,thu,168,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1957,39,entrepreneur,single,university.degree,no,yes,no,telephone,may,thu,43,9,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1958,39,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,122,6,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1959,60,management,married,university.degree,unknown,yes,no,telephone,may,thu,152,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1960,45,admin.,married,basic.9y,unknown,yes,no,telephone,may,thu,111,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1961,53,retired,divorced,high.school,no,no,yes,telephone,may,thu,504,5,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1962,36,blue-collar,married,professional.course,no,yes,yes,telephone,may,thu,224,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1963,42,admin.,single,university.degree,no,no,no,telephone,may,thu,236,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1964,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,282,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1965,38,admin.,divorced,high.school,no,no,no,telephone,may,thu,134,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1966,30,admin.,married,university.degree,no,yes,no,telephone,may,thu,911,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,1
1967,48,admin.,single,university.degree,no,yes,no,telephone,may,thu,225,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1968,51,admin.,married,high.school,no,unknown,unknown,telephone,may,thu,89,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1969,47,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,199,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1970,43,technician,divorced,professional.course,no,no,no,telephone,may,thu,644,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1971,44,blue-collar,divorced,unknown,no,no,no,telephone,may,thu,76,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1972,59,retired,married,professional.course,no,no,no,telephone,may,thu,422,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1973,29,admin.,single,university.degree,no,no,no,telephone,may,thu,22,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1974,35,unemployed,married,basic.4y,unknown,unknown,unknown,telephone,may,thu,71,4,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1975,33,services,married,high.school,unknown,yes,no,telephone,may,thu,83,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1976,25,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,56,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1977,25,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,323,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1978,52,self-employed,married,basic.4y,unknown,yes,no,telephone,may,thu,228,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1979,34,blue-collar,single,basic.9y,unknown,no,yes,telephone,may,thu,110,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1980,27,unemployed,married,basic.9y,no,no,no,telephone,may,thu,84,14,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1981,44,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,59,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1982,36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,294,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1983,38,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,210,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1984,45,unknown,married,unknown,no,yes,no,telephone,may,thu,251,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1985,27,blue-collar,single,basic.6y,unknown,no,no,telephone,may,thu,444,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1986,31,blue-collar,married,basic.6y,no,yes,yes,telephone,may,thu,237,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1987,30,blue-collar,single,high.school,no,yes,no,telephone,may,thu,399,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1988,58,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,thu,334,10,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1989,42,management,divorced,university.degree,no,no,no,telephone,may,thu,279,9,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1990,28,student,single,basic.4y,no,no,no,telephone,may,thu,484,8,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1991,47,blue-collar,married,unknown,unknown,yes,yes,telephone,may,thu,95,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
1992,58,retired,divorced,university.degree,no,yes,no,telephone,may,thu,30,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
